,text
2987,ik heb verhoging en mijn enkel is opeens heel erg dik
2988,ik heb vroeger heel fanatiek aan volleybal gedaan ik rende daarbij vaak in de duinen met extra gewicht om mijn sprongkracht te verbeteren nu heb ik veel last van mijn beide knieen nu doe ik al een tijd rustiger aan maar soms als ik weer wat doe heb ik veel last van mijn knieen ook zijn ze vaak dik 
2989,ik heb vroeger veel aan voetbal gedaan toen ging ik best vaak door mijn linker enkel nu voel ik me eem hele oude man als ik mijn bed uitkom als ik even aan het lopen ben gaat het weer wat beter 
2990,ik heb zeunuwpijn aan mijn benen
2991,ik kan mn voet niet meer goed afwikkelen 
2992,ik struikel de laatste tijd steeds meer 
2993,ik voel een heftige steek in mijn knie
2994,mijn benen doen erg pijn zelfs als ik in bed lig de pijn vermindered als mijn benen rusting naar beneden hangen 
2995,mijn benen voelen al meerdere uren alsof ze in slaap zijn
2996,mijn benen zijn rood en voelen warm aan het doet ook pijn als ik het aanraak 
2997,mijn benen zijn zo erg opgezwollen en verkleurd dat ik niet meer in mijn jeans pas en ik adem zwaar
2998,mijn enkel is rood en dik het voelt ook warm is dit een ontsteking 
2999,mijn enkels zijn opgezet 
3000,mijn knie is erg opgezet en het doet pijn
3001,mijn knie is opslot en ik kan heb nu niet buigen 
3002,mijn knie is rood dik en warm verder heb ik koorts
3003,mijn knie zit opeens vast
3004,mijn rechter been doet sinds gisteravond erg pijn
3005,mijn rechter been is erg opgezet en voelt warm aan
3006,mijn schoen knelde de afgelopen tijd heel gek dat ik niks gevoeld heb maar nu wel een grote blaar op mijn voet heb 
3007,mijn verband ruikt vreemd
3008,mijn wonden helen niet goed
3009,onprettig jeukend gevoel in mijn benen vooral s nachts 
3010,beenklachten
3011,beenpijn
3012,elke keer als ik mijn neus snuit heb ik een bloedneus 
3013,hoe lang mag een bloedneus duren 
3014,ik gebruik bloedverdunners in de winter krijg ik vaak een bloedneus dan heb ik veel bloed niet normaal 
3015,ik heb een bloedneus
3016,ik heb een bloedneus en het houdt maar niet op ik gebruik bloedverdunners 
3017,ik heb een hoge bloeddruk kan dat de reden zijn van mijn bloedneuzen de laatste tijd 
3018,ik heb een klap tegen mijn neus gehad en heb een mega bloedneus
3019,ik heb mijn hoofd gestoten en nu een bloedneus
3020,ik heb net een voetbal tegen mijn neus gekregen en nu bloed het al een uur 
3021,ik heb nu al 40 minuten een bloedneus ik heb heb goed dicht geknepen en een koude doek erover gehouden maar het wilt maar niet stoppen
3022,ik peuterde in mijn neus en daarna een bloedneus
3023,ik snoot mijn neus en daarna had ik bloedneus 
3024,in de winter heb ik vaak last van bloedneuzen 
3025,sinds ik vernevel apparaat gebruik heb ik vaak last van een bloedneus
3026,bloedneus
3027,er is bloed in mijn neus
3028,er komt bloed uit mijn neus
3029,cad
3030,er komt niks meer uit mijn katheter
3031,er zit niks meer in de katheter zak
3032,mijn peg sonde doet het niet meer
3033,mijn peg sonde is verstopt
3034,mijn drain is verschoven
3035,mijn drain is verstopt
3036,mijn drain loopt niet meer
3037,mijn drain loopt niet meer 
3038,mijn katheter is gesneuveld
3039,mijn katheter is verstopt
3040,mijn katheter loopt niet door
3041,mijn sonde is gesneuveld
3042,mijn sonde is verschoven
3043,mijn sonde is verstopt 
3044,mijn sonde zit niet meer goed
3045,mijn sonde zit niet meer op de goede plek
3046,mijn suprapubische katheter doet het niet meer
3047,catheter
3048,drain
3049,katheter
3050,sonde
3051,de wond van de operatie lijkt helemaal niet te helen
3052,een schorpioen heeft me gebeten
3053,een wilde beer heeft mij gebeten
3054,er blijft bloed uit mijn wond komen
3055,er is vuil achtergevelven in mijn wond
3056,er komt een vieze lucht uit mijn operatie wond gepaard met pus
3057,er komt erg veel bloed uit mijn open wond
3058,er komt groen spul uit mijn wond
3059,het bloed blijft maar uit men wond lopen
3060,het lukt me niet om mijn bloed te stoppen ik gebruik bloedverdunners
3061,ik ben zojuist aangereden en heb nu erge spierkrampen
3062,iemand heeft mij gebeten
3063,ik ben bang dat mijn wond is onstoken
3064,ik ben door een slang gebeten
3065,ik ben een week geleden geopereerd nu doet de wond pijn en ruikt vreemd
3066,ik ben gebeten door een kind
3067,ik ben gebeten door mijn huisdier wat moet ik doen
3068,ik ben gisteren in een bocht met grind onderuit gegaan met mijn racefiets en heb daarbij pijnlijke schaafwonden op de linker heup en linker schouder opgelopen 
3069,ik ben in het bos geweest en ben bang dat iets mij heeft gebeten
3070,ik ben net aangereden en ben niet zeker als ik de tetanus prik heb gehad
3071,ik ben veregeten mijn wond schoon te maken
3072,ik had niet de kans om mijn wond schoon te maken is het oke om dat nu nog te doen
3073,ik heb de heletijd jeuk aan de wond waaraan ik ben geopereerd
3074,ik heb een grote schaafwond toen ik van de fiets afviel nu heb ik spierkrampen
3075,ik heb een oude naald gebruikt
3076,ik heb een vieze naald gebruikt 
3077,ik heb geen tetanus prik gehad en ben lelijk gevallen op de straat
3078,ik heb gisteren mijn rechter onderarm aan de oven verbrand ik heb de arm gelijk onder de koude kraan gehouden er is nu een flink rode plek op de huid op een deel van deze rode huid heeft zich een blaar gevormd 
3079,ik heb grote snee in mijn hand en kan mijn duim niet meer bewegen
3080,ik heb me net verwond bij het snoeien en ben nu erg duizelig
3081,ik heb me zojuist gesneden en voel me nu erg duizelig
3082,ik heb perongelijk de insuline naald van iemand anders gebruikt
3083,ik kan mijn tenen niet meer voelen kan dit door mijn beenwond komen 
3084,mijn been bloed redelijk veel ik denk dat de wond redelijk diep is
3085,mijn hond heeft me gebeten
3086,mijn kat heeft mijn open wond gelikt
3087,mijn middelste teen aan de linkervoet is twee weken geleden geamputeerd ik rook nu nog ongeveer een pakje shag per dag er zit dik wit beslag op de wond en de wond is erg gevoelig bij het spoelen van de wond 
3088,mijn spin is ontsnapt en nu ben ik erdoor gebeten
3089,mijn wond bloed nu al een uur
3090,mijn wond heeft een rare kleur is hij mogelijk ontstoken
3091,mijn wond is rood en er komt pus uit
3092,mijn wond stinkt
3093,na mijn operatie is de wond weer opgegegaan en bloed weer
3094,ik heb een wond
3095,k heb een wond op mijn been en mijn been is erg wit en koud
3096,wond
3097,antibiotica gehad van de huisarts vanwege borstontsteking klachten gaan niet over heb nog steeds koorts kan ik een abces hebben 
3098,ik heb al een week borstontsteking en doe borstvoeding
3099,ik geef mijn baby borstvoeding en hebt sinds gisteren koorts wat moet ik nu doen 
3100,ik geeft borstvoeding en heb opeens koorts
3101,ik heb al langere tijd borstontsteking is dit erg voor het borstvoeden
3102,ik heb een pijnlijke harde plek in mijn borst en heb koorts
3103,ik heb koorts met een borst onsteking en heb net een baby gehad
3104,ik heb veel last van tepelkloven nu is mijn borst dik en rood voel me koortsig
3105,mijn borst is rood dik en pijnlijk nu ook koorts
3106,zeer pijnlijk rode borst flink gezwollen nu al twee dagen koorts 
3107,borst rood dik en pijnlijk
3108,borstontsteking
3109,pijnlijke harde plek in de borst
3110,rode borst
3111,tepelkloof
3112,balletjes in mijn plasbuis gedaan krijg ze er niet meer uit 
3113,er zit een zwelling op mijn eikel
3114,hevig bloed en pijn na seks kan er een scheur in vagina komen stopt niet met bloeden 
3115,ik ben niet ongesteld maar heb toch wat bloedverlies ik heb onveilige seks gehad een paar weken geleden 
3116,ik heb afscheiding uit mn penis voornamelijk in de ochtend
3117,ik heb de hele tijd enorme jeuk rond mijn anus
3118,ik heb een geel groenige afscheiding die erg stinkt 
3119,ik heb een groen gelige afscheiding en koorts
3120,ik heb een ring om mijn penis en gaat er niet meer af ongelofelijk veel pijn 
3121,ik heb een stijve en die gaat niet meer weg
3122,ik heb een wit brokkelige afscheiding en jeuk
3123,ik heb erectieproblemen
3124,ik heb last daar beneden
3125,ik heb last van mij vagina
3126,ik heb last van mijn penis
3127,ik heb meer afscheiding dan anders
3128,ik heb pijn aan mijn testikels
3129,ik heb pijn bij het vrijen het lijkt wel alsof het allemaal niet past mijn vagina is te strak 
3130,ik heb pijn in mijn onderbuik pijnscheuten vooral aan de linkerkant onderin mijn buik en bekken veel afscheiding met een vieze geur koorts 
3131,ik heb pijn tijdens de seks
3132,ik kom te snel klaar
3133,intense onderbuikpijn na plaatsen spiraaltje gaat dit nog weg 
3134,krijg hem niet omhoog ook al wil ik wel 
3135,mijn eikel doet pijn
3136,mijn erectie gaat maar niet weg
3137,mijn penis is nu al erg lang in een stijve toestand
3138,mijn zak doet pijn
3139,mn piemel zit tussen mn gulp krijg het niet meer los 
3140,pijn aan mijn ballen
3141,pijn bij het plassen
3142,pijn en een branderig gevoel bij het plassen
3143,pijn in mijn balzak
3144,pijn in mijn onderbuik
3145,tijdens seks hoorde ik een harde plop gevolgd door de meest intense pijn aan mn piemel erectie gelijk weg ik denk dat mijn pik gebroken is 
3146,uiteinde pik is gezwollen en pijnlijk
3147,daar beneden
3148,doos
3149,geslachtsdeel
3150,geslachtsorgaanklacht
3151,geslachtsorgaanklachten
3152,jongeheer
3153,kruis
3154,kut
3155,leuter
3156,penis
3157,piemel
3158,pik
3159,plasser
3160,poes
3161,punani
3162,schaamspleet
3163,snee
3164,spleet
3165,vagina
3166,vulva
3167,ademen is pijnlijk
3168,auto ongeluk en en airbag tegen mijn borst aan 
3169,diep in en uit ademhalen is pijnlijk
3170,het is heel pijnlijk om adem te halen
3171,ik ben gevallen op mijn zij
3172,ik ben gevallen op mijn zij en nu ben ik kortademig
3173,ik ben in mijn borst gestoken
3174,ik ben met de fiets gevallen en heb heel veel last van pijn op mijn borst
3175,ik ben plat op het water terecht gekomen
3176,ik heb een auto ongeluk gehad en heel veel last van mijn borst
3177,ik heb een trap van een paard tegen mijn borst gekregen 
3178,ik heb een bloemkoolachtig plekje onder mijn voet
3179,ik heb pijn bij het ademen
3180,ik heb steekwonden in mijn borst
3181,ik kan niet goed ademen nadat ik ben gevallen
3182,ik voel dat zijn pols heel zwak is
3183,ik voel dat zijn pols op hol is geslagen 
3184,ik voel een steek met elke ademhaling
3185,mijn man ziet grauw en is aan het zweten hij is daarnet gevallen 
3186,tijdens skieen ben ik gevallen en heb nu zoveel last van mijn ribben dat ademen pijnlijk is
3187,trauma thorax
3188,behandeld voor mijn voetwratten nu heb ik nog veel meer pijn dan ik voorheen had ik denk dat ik een brandwond heb overgehouden aan de behandeling 
3189,ik heb knobbeltjes onder mijn voet voelen ruw en hard aan 
3190,ik heb last van voetwratten
3191,ik heb last van wratten
3192,ik heb last van wratten onder mijn voeten
3193,ik heb last van zeer pijnlijke voetwratten ook erg pijnlijk bij aanraking ik heb ze zowel op mijn linker als aan mijn rechter voet de wrat aan mijn rechtervoet is heel dik zijn al een aantal jara aanwezig en bemoeilijken het lopen 
3194,ik heb pijn met lopen kan dit door mijn voetwratten komen 
3195,ik heb pijnlijke plekken in mijn eelt onder mijn voeten 
3196,ik kan niet meer op hakken lopen vanwege de wratten onder mijn voeten
3197,krijg je waterwratjes door op blote voeten in het zwembad te lopen 
3198,zijn voetwratten besmettelijk 
3199,zijn voetwratten erfelijk 
3200,voetwratten
3201,22 jarige studente is erg gespannen voor een tentamen en voelt zich juist voor het tentamen zeer kortademig en heeft daarbij tintelingen in de handen 
3202,als ik voorover buig moet ik veel moeite doen om te ademen
3203,ben super benauwd
3204,elke keer als ik hoest komt er veel bloed naarboven dit zorgt ervoor dat ik erg veel moeite ben met adem halen 
3205,het voelt of ik helemaal geen lucht meer binnen krijg
3206,ik voel me slecht en krijg moeilijk lucht
3207,ik ben erg korgademig en kan niet stoppen met kwijlen 
3208,ik ben erg kortademig en kan niet stoppen met kwijlen 
3209,er is een wesp in mijn mond gekomen en hij heeft gestoken 
3210,ik ben grieperig en kan sinds vanmorgen niet makkelijk adamhalen
3211,ik ben kortademig en heb erg een snelle hartslag 
3212,ik ben kortademig en elke keer dt ik hoest zit er bloed bij 
3213,ik ben op mijn rug gevallen en het doet pijn bij ademhalen 
3214,ik ben sinds kort erg kortademig 
3215,ik denk dat mijn o2 gehalte erg laag is
3216,ik een erge zware adem verder kwijl ik ook 
3217,ik eet al een dag of wat heel weinig en kan niet meer makkelijk ademen
3218,ik gebruik en o2 tank echter zijn mijn gehaltes lager dan normaal onder 95 
3219,ik heb 30 graden koorts en heb moeite met ademen
3220,ik heb erg veel moeite met ademen en er is redelijk veel bloed als ik hoest
3221,ik heb gister een ongeluk gehad en heb veel moeite met ademhalen
3222,ik heb gisteren erg hard gevallen en heb nu erg veel moeite met ademhalen 
3223,ik heb het gevoel dat ik stik
3224,ik heb hoge koort en kan niet goed ademen 
3225,ik heb hoge koorts en kan niet goed ademen 
3226,ik heb ineens moeite met ademen
3227,ik heb last van ademen en heb net mijn saturatie gemeten deze is 89 procent 
3228,ik heb moeite met ademen en heb de griep 
3229,ik heb moeite met ademenen en kan niet stoppen met kwijlen
3230,ik heb opeens erg veel moeite met ademhalen 
3231,ik heb sinds drie uur last van hartkloppingen en voel me erg benauwd het geeft me een erg angstig en onrustig gevoel verder heb ik last van copd en een hoge bloeddruk 
3232,ik heb sinds een paar uur het gevoel dat ik niet kan ademen het wordt snel erger 
3233,ik heb sinds een uur erg veel last van mijn ademhaling 
3234,ik heb sinds ik klein ben last van astma maar ben vandaag vergeten mijn puffers in te nemen nu voel ik me erg benauwd het kost me heel veel moeite om te kunnen ademhalen 
3235,ik heb soms het gevoel dat ik niet genoeg zuurstof krijg 
3236,ik heb veel moeite met ademhalen het wordt steeds erger
3237,ik hoest bloed en dat zorgt ervoor dan ik niet goed kan ademen 
3238,ik kan geen adem halen 
3239,ik kan niet goed ademenen en heb ook koorts
3240,ik kan niet goed meer ademhalen heb braakverschijnselen misselijk en heb al meerdere dagen geen drink eetlust
3241,ik kan niet goed meer ademhalen heb braakvershijnselen misselijk en heb al meerdere dagen geen drink eetlust
3242,ik krijg ineens amper lucht binnen
3243,ik krijg niet genoeg zuurstof binnen gezien dat mijn saturatie onder de 95 procent is
3244,ik kwijt de hele tijd en kan maar moeilijk ademhalen
3245,ik loop bij de cardioloog vanwege hartfalen omdat het de afgelopen dagen zo warm was heb ik mijn plaspillen niet ingenomen sinds vannacht voel ik me erg kortademig en lukt het niet meer om plat in bed te liggen 
3246,ik mijn zuurstof gehalte gemeten en deze is onder de 90 ik heb oxigeen tank moet ik mij zorgen maken 
3247,ik mijn zuurstof gehalte gemeten en deze is onder de 90 ik heb zuurstof tank moet ik mij zorgen maken 
3248,ik voel me erg kortademig vanmorgen ik ben onder behandeling bij de longarts vanwege copd sinds een aantal dagen ben ik meer aan het hoesten dan anders er komt wat groenig slijm omhoog 
3249,ik voel me heel slecht en heb moeite met ademhalen
3250,ik voel me helemaal niet lekker en kan maar moeilijk adem halen
3251,ik voel me ziek en kan niet goed ademen 
3252,kan geen volledige zinnen uitspreken
3253,mijn o2 gehalte is rond de 91 procent
3254,mijn baby heeft een zware adem en heeft koorts 
3255,mijn dochter heeft koorts en is erg kortademig
3256,mijn kind heeft koort en zegt dat ze niet goed kan ademen 
3257,mijn kind heeft koorts en zegt dat ze niet goed kan ademen 
3258,mijn zoon heeft koorts en is erg kortademig
3259,na een klein stukje lopen moet ik al naar adem happen en krijg naar mijn gevoel weinig zuurstof binnen
3260,ik heb een gekke ronde rode plek op mijn lichaam misschien dat ik gebeten ben door een teek 
