;text
3534;Sinds twee dagen hoor ik aan een zijde niets meer. Soms een piep, heel hard. Ik heb geen koorts of oorpijn, niet verkouden en geen koorts. Wat kan de oorzaak zijn? Het is weekend en wil nu niemand daarmee lastigvallen op de huisartsenpost.
3535;Sins een week heb ik constant een suis in mijn oor. Ik heb verder geen idee hoe het is ontstaan(niet met lawaai in aanraking geweest). Ben een man van 45 jaar.
3536;Waar komt die irritante voortdurende pieptoon in m'n oren vandaan en vooral wat is eraan te doen
3537;de laatste tijd hoor ik een hele hoge toon soms iets luider soms iets zachter,en af en toe nauwelijks of niet.ook de volume sterkte is variabel.weet iemnd wat dit is?
3538;goedemorgen mijn man heeft last van oorontsteking, oorlel is helemaal dik en oor zit dicht
3539;hallo allemaal, ik heb vaak last van ploppende/krakende oren, niet pijnlijk maar erg vervelend. wie herkend dit en weet wat het kan zijn. volgens mijn huisarts is het stress. ze gooien bij mij alles op stress! liefs inge
3540;hallo, ik ben sinds 1.5 week weer terug van turkije. na de vliegreis maakt mijn rechteroor steeds een raar geluid alsof die open wil gaan. hij doet geen zeer maar hij plopt steeds. iemand een idee of mijn oor nog dicht zit en gaat dit vanzelf weer over? groetjes mikk
3541;hallo, ik heb een middenoorontsteking waardoor ik nu een piep in mijn oor heb. als de ontsteking over is, gaat de piep dan ook geheel weg of is dit blijvend? Alvast bedankt.
3542;heb sinds een aantal weken maanden last van een hoge toon in me oor. zo n geluid die je ervaart als je bent wezen stappen. met iets te luide muziek. heeft iemand daar ervaring mee. en is daar wat tegen te doen. vg peter
3543;ik zit met een vraagje: ik merk sinds een tijdje dat ik de fijne geluiden niet kan horen aan mijn linker oor. als er bepaalde lage geluiden in mijn rechter oor binnen komt dan trommelt mijn trommel vlies op de toon van het geluid. wat dus rechts binnen komt. wie herkent het?
3544;mijn zoontje van vier jaar heeft nu al een week of tien last van een ontstoken oor. er komt veel vuil uit en het stinkt ontzettend. na twee antibiotica kuren is het nog steeds niet weg. heeft iemand dit met zijn/haar kind ook meegemaakt,en wat werd daar aan gedaan?
3545;na 3 weken nog steeds doof aan oor, bovendien hoor ik aan die kant constant mijn hartslag
3546;sinds ik een oorontsteking heb gehad hoor ik zachte kerk muziek ik zoek waar t vandaan komt maar nee hoor .het is heel zacht maar ik vind t eng ben ik gek aan t worden of zo heb t al een maand liefs mizen
3547;wilde oortjes indoen en merkte dat de opening te klein was, eerder had ik daar geen problemen mee ,heb met een wattenstaafje gevoeld en direkt bij de gehoorgang was het pijnlijk.
3548;Er er opgedroogd bloed in mijn oren.
3549;Er komt bloed uit mijn oren
3550;Ik heb al enige tijd het gevoel alsof er water in mijn oor zit en daarbij heb ik het gevoel dat ik minder goed hoor de laatste tijd.
3551;Ik heb al lang pijn aan mijn rechter oor
3552;Ik heb erg veel last van mijn oren. Rond mijn oor is het ook erg rood, en opgezwollen
3553;Ik heb gaatjes in mijn oren. Aan een kant krijg ik de oorbel niet meer uit en het is rood en dik geworden.
3554;Ik heb last van een continu fluitende toon in mijn oor. Ik heb dit eerder wel eens gehad na een optreden, maar nu gaat het niet meer weg.
3555;Ik heb last van mijn oor
3556;Ik heb last van mijn oor, vooral achter mijn oorschelp
3557;Ik heb pijn in mijn oorschelp
3558;Ik heb sinds mijn surfvakantie een pijnlijke bult in mijn gehoorgang. Daarbij voel ik ook een knobbeltje achter het oor.
3559;Ik heb vorige week een nieuwe oorpiercing laten zetten. Nu is de oorlel rood, gezwollen en zit er een blaar op.
3560;Ik hoor telkens een piep in mijn oor
3561;Ik kan geen hap meer eten, de hele tijd miselijk/braken, heb koorts, en heb heel erg veel pijn in mijn oor
3562;Ik kan sinds kort niet meer goed op mijn rechter zijde slapen, vanwege pijn aan mijn oorschelp. Er zit al langere tijd een zeer pijnlijke verharde, iets rode bobbel op zijn oorschelp.
3563;Ik voel me ziekjes en mensen zeggen dat mijn oor scheef staat
3564;Mij dochter (1.5 jaar oud) lijkt last te hebben van haar oren
3565;Mijn 15 maanden oud kind, heeft pijn aan beide oren
3566;Mijn baby blijft maar huilen en houd zijn handjes op zijn oor
3567;Mijn baby lijkt erg pijn te hebben in haar oren
3568;Mijn broer heeft Down syndroom. En hij klaagt opeens over zijn oren. Dit is iets nieuws. Wat kunnen we het beste doen
3569;Mijn kind is 25 jaar (Down syndroom) en heeft last van zijn beide oren.
3570;Mijn kind van drie maanden kan niet stoppen met huilen, ik denk dat ze last heeft van haar oren
3571;Mijn oor doet erg zeer achter de oorschelp
3572;Mijn oor doet erg zeer en ik kan me niet goed orienteren
3573;Mijn oor doet zeer en ik voel me de hele tijd duizelig
3574;Mijn oor is opgezwollen en rood
3575;Mijn oren bloeden
3576;Mijn oren staan een beetje scheef, en voel me helemaal niet lekker
3577;Mijn oren suizen. Ik ben gister op stap geweest.
3578;Mijn zes maanden oude kind stopt niet met huilen en lijkt last te hebben van haar oren
3579;Pijn achter oor
3580;Raar gevoel in mijn oor
3581;oor
3582;Sinds een tijdje doet mn wijsvinger echt pijn bij bewegen, hij blijft dan gekromd staan en krijg m dan niet recht
3583;Help ik hoor opeens niks meer
3584;IK houd niks meer binnen en heb last van mijn rechteroor
3585;Ik ben erg duizelig, en heb last van mijn rechter oor
3586;Ik ben opeens doof geworden
3587;Ik heb acute doofheid.
3588;Ik heb afgelopen zaterdag een klap tegen mijn linker oor gehad. Sindsdien heb ik pijn in het oor en hoor ik minder goed. Net nadat het gebeurde kwam er wat bloed uit het oor.
3589;Ik heb al een paardagen last van oorpijn
3590;Ik heb een oorontsteking
3591;Ik heb erg last van mijn rechter oor. Verder heb ik sterk verminderde eetlust, moeite met drinken, en ben al een paar dagen niet uit bed gekomen
3592;Ik heb heftige oorpijn aan mijn linkerkant
3593;Ik heb oorpijn en voel me erg gedisorienteerd
3594;Ik kan opeens niet horen
3595;Ik kan sinds gisteren helemaal niks meer horen
3596;Ik voel me erg slecht. Heb last van mijn rechter oor, en die steekt een beetje uit
3597;Ik werd vanmorge wakker en nu kan ik geen geluid meer horen.
3598;Mijn kind met downsyndroom houd zijn handen de heletijd op zijn oor
3599;Oorklachten
3600;Oorklachten en duizelig gevoel
3601;Oorpijn
3602;Piep in mijn oren
3603;Pijn aan mijn rechter oor
3604;Sinds terugkomst van vakantie heb ik pijn in mijn linker oor. Het is begonnen tijdens dalen van het vliegtuig. Nu heb ik nog steeds pijn en een piep in mijn oor.
3605;oorklacht
3606;oorklachten
3607;Ik heb koorts en symptomen van de griep. Ik heb een paar weken geleden in het bos gekampeerd, maar had dacht ik wel een goede check op teken gedaan.
3608;Ik heb nu minder kracht in mijn rechterbeen. Op mijn been heb ik een grote ronde cirkel, zou het daarmee te maken hebben?
3609;Ik heb  pijn over mijn hele arm. Een vriendin van mij had dit ook en had toen Lyme.
3610;Er zit een zwart puntje in mijn knieholte
3611;Ik had een paar weken geleden een teek, volgens mij had ik m wel verwijderd maar nu twijfel ik. En nu heb ik koorts, ben nu echt bang dat ik die ene ziekte van Lijm heb.
3612;Ik ben gestoken, voelde niks maar zie het beestje nog zitten, een zwart klein beestje en lukt me niet eruit te halen
3613;Heb ineens een rode kring in mn nek, maar heb niks voelen steken. Ben ook niet allergisch of iets volgens mij
3614;Ik heb een rode cirkel in mn oksel en hij wordt alsmaar groter
3615;Ik was aan het voetballen en ik maakte een draai en toen hoorde ik een knap
3616;Ik hoorde een knap en kreeg heel veel pijn en heb nu het idee dat ik door mijn linkerbeen zak.
3617;Ik heb pijn aan de zijkant van mijn knie en soms gaat ie ineens op slot
3618;Ik zat in een duel tijdens de hockey en ik maakte en bepaalde beweging, ik weet niet meer zo goed wat, en ineens schoot er een mega pijn in mijn knie en nu kan ik niet meer op mijn rechterbeen staan
3619;Ik heb tijdens en na het sporten pijn aan de voorkant van mijn knie. Daar vlak onder de knie doet het pijn.
3620;Als ik lang gehurkt  heb gezeten krijg ik ontzettende pijn aan mijn knieën. Ook traplopen doet soms pijn. Als ik dan gewoon weer rust neem gaat het weer weg.
3621;Ik heb een pijnlijke rode zwelling op mijn knie. Ik ben tapijtlegger van beroep, ik zit veel op mijn knieën, dus dit is super onhandig.
3622;Ik ben gevallen met de fiets, wat heel veel pijn deet. Ik heb nu het idee dat ik door mijn rechterbeen heen zak.
3623;Het voelde alsof er iets knapte in mijn knie
3624;Ik zak door mijn knie heen
3625;Er zit soms ineens een bobbel in mijn lies
3626;Ik ben bekend met een liesbreuk, maar nu doet ie ineens heel veel pijn.
3627;Als ik hoest verschijnt er ineens een zwelling vlakbij mijn penis
3628;Er zit een zwelling bij mijn balzak, hij doet verder geen pijn, maar het zit wel in de weg
3629;Ik had al een tijdje een bobbel in mijn lies, ik had daar nooit zoveel last van, maar hij wordt nu ineens veel groter en vind het nu wel irritant wroden.
3630;Ik heb ineens veel pijn vlakbij mijn schaamlip, als ik goed voel, voel ik wel iets van een bobbel, maar ik zie verder niks eraan.
3631;Als ik pers of heel hard moet niezen komt er ineens een bolling tevoorschijn rechts helemaal bovenin in mijn bovenbeen
3632;Ik heb al een tijdje een bolling naast mijn piemel zitten en die doet nu ineens ontzettend veel pijn.
3633;Zwelling in lies
3634;Pijnlijke bobbel in lies
3635;Ik kan mn vinger niet meer zelf strekken. Mijn broer had een trigger finger volgens mij heb ik dat ook
3636;Liesbreuk
3637;Ik ben van de trap gevallen en heb nu ontzettende pijn in mijn lies
3638;Mijn moeder is 87 en klaagt over veel pijn in haar rechterlies. Wat zou dit kunnen zijn?
3639;Mijn vader is 88 en heeft veel pijn in zijn lies. Zou zijn heup gebroken zijn?
3640;Ik doe aan rugby 4 keer in de week, maar nu sinds afgelopen zondag ineens flinke pijn in mijn lies.
3641;Ik was  aan het voetballen gisteren en ik deed een schijnbeweging en toen schoot ineens een pijnscheut helemaal bovenin mijn rechterbeen.
3642;Ik sport veel, maar nu heb ik telkens na het sporten een stekende pijn in mijn lies.
3643;Ik ben van mijn fiets gevallen en echt pijn in rechterlies
3644;Volgens mij zit mn liesbreuk klem
3645;Ik heb een zweling bij mn lies, soms komt ie ineens op en dan is ie ineens weer weg. Zou dat lymf kanker zijn?
3646;Ik zat achterop de fiets en mn voet kwam in t achterwiel, hij is nu helemaal dik en blauw en kan m niet meer bewegen
3647;Ik heb volgens mij mn enkel verzwikt
3648;Was gewoon lopen maar verstapte me, nu heb ik vet veel pijn in mn linker voet en pas mn schoen niet meer
3649;Ik sprong van een muurtje maar landde verkeerd en hoorde toen een harde krak. Kan nu helemaal niet meer op mn voet staan en hij is helemaal gezwollen
3650;Ik heb denk ik gebroken enkel
3651;Ik kom de laatste tijd niet meer in mijn schoenen. Ben verder niet gevallen en nergens pijn, snap er niks van
3652;Heb met hockey een hele harde bal op mijn voet gekregen en nu zit er een enorm ei op mijn enkel en is het helemaal paars geworden
3653;Ben door mn enkel gegaan en zak nu telkens erdoorheen
3654;Ik heb steunkousen, maar ik blijf dikke onderbenen hebben
3655;Ik liep op de stoep en zette een verkeerde stap ernaast en hoorde toen echt zon scheur geluid en super scherpe pijn. Nu is de pijn wel minder, maar doet wel echt pijn om op mijn voet te staan
3656;Ik ben gisteren door mijn enkel gegaan bij korfballen, deed toen heel veel pijn, gaat nu al iets beter. Gisteren had ik echt een heel dikke blauwe bult op de zijkant van mijn enkel, nu is ie iets naar beneden gezakt
3657;Ben vanochtend gevallen en er zit echt een ei op de zijkant van mijn enkel. Als er probeer te staan lukt dat echt niet goed op die voet
3658;Het doet pijn als ik druk op mijn elleboog
3659;Als ik mijn pols beweeg doet dat pijn in mijn elleboog, vooral mijn pols opklappen
3660;Ik heb pijn in mijn hele arm, van elleboog tot mijn nek
3661;Mijn elleboog is rood en dik.
3662;Mijn elleboog doet heel veel pijn, ik ben nu juist veel aan het studeren, waardoor ik er meer op leun en dat doet het extra pijn.
3663;Mijn elleboog is heel pijnlijk en helemaal gezwollen en voelt warm aan.
3664;Als ik iemand een stevige handdruk geef krijg ik nu telkens een pijnscheut in mijn elleboog
3665;Ik golf op hoog niveau, maar telkens als ik ga spelen krijg ik pijn in de binnenkant van mijn elleboog.
3666;Ik kan laatste weken niet meer dingen hoog pakken, zoals dingen uit keukenkastjes enzo. T doet niet alleen pijn, maar t lukt me ook echt niet
3667;Ik ben gevallen van mijn fiets en ik kan mijn onderarm nu niet bewegen.
3668;Ik was met mijn zoon aan het  trampoline springen, maar ik had niet door dat ik al bij de rand was en ben toen van de rand gevallen op mn rechterarm. Aanraking en bewegen doet heel veel pijn. Zou er iets gebroken zijn?
3669;Heb een tijdje last van tintelingen over mn arm, van mn elleboog tot in mn vingers, vooral mn pink
3670;De knokkels van mn vingers zijn rood en dikker en doet ook echt pijn als ik er op druk
3671;Ik kan sinds paar maanden niet meer goed dingen vastpakken en soms voel ik helemaal tintelingen over mn onderarm en hand, vooral snachts
3672;Heb laatste tijd soms het gevoel alsof ik mn telefoonbotje heb gestoten, maar heb m dan helemaal niet gestoten, maar wel dat gevoel
3673;Ben wezen wielrennen en klikte niet op tijd uit die pedalen waardoor ik zo opzij viel. Maar vol op mn arm en nu zit er een enorm blauw ei op mn elleboog en doet het nog heel veel pijn
3674;Ik kan mn hand steeds slechter bewegen vooral sochtends. Mn knokkels lijken ook meer gezwollen en rood. Mn moeder heeft reuma, zou ik dat ook nu hebben?
3675;Ben met rugby op mijn linkerarm gevallen en hoorde echt krak. Nu doet elke beweging pijn vooral beweging van mijn hand eignelijk
3676;Was wezen zaalvoetballen en viel vol achteroven en voor mn gevoel schoot mn schouder er vol uit
3677;Ik denk dat mn schouder uit de kom is gegaan
3678;Ik gooide tijdens mn wedstrijd de bal en ineens schoot denk ik mn arm uit zijn kom en deed het mega veel pijn. Al heel snel schoot ie weer terug en was de pijn ook minder.
3679;Mn gewrichten in mn pols en hand doen pijn en zijn rood
3680;Het lukt met niet meer om dingen goed vast te pakken met mn rechterhand, doet dat helemaal pijn in mn vingers en gaat dan door over mn onderarm
3681;Heb veel last van tintelingen in mn vingers links, word er zelfs snachts wakker van
3682;Als ik iets vastknijp krijg ik helemaal een stekende pijn in mijn duim en vingers, zo erg dat ik dat ding dan los moet laten. Echt heel naar! Daarna hou ik nog wat tintelingen, als ik dan wat wapper gaat het weer weg.
3683;Ik ben kok van beroep, maar telkens als ik een tijdje snij krijg ik tintelingen in mn vingers en pols. Als dan even wapper gaat t weer weg. Maar ik kan zo echt niet werken
3684;Mn handen voelen steeds stijver aan, vooral sochtends dan kan ik ze echt nauwelijks bewegen. Later op de dag gaat het wat beter, maar nog steed wel stijf
3685;Ik kan mn handen steeds slechter bewegen, heb veel minder kracht. Lijkt ook alsof ze extra harde bobbels hebben.
3686;Er zit een zachte bobbel op mijn pols, hij doet geen pijn, maar heb geen idee waar ie vandaan komt. Hij zit er al een tijdje
3687;Ik heb een zwelling op de buitenkant van mn pols. Hij zit heel erg in de weg, dus wil m weg laten halen.
3688;Heb van die harde bobbels op de knokkels van mn vingers, nu al best lang. Kan daardoor ook slechter ze bewegen
3689;Mn ringvinger en pink trekken steeds meer krom, kan ze niet meer goed strekken
3690;Ik heb al meer dan een jaar een verdikking aan de binnenkant van mn hand, maar nu sinds een tijdje trekt dat heel erg aan mn vingers, waardoor die krom gaan staan. Kan dit verholpen worden?
3691;Ik heb een knobbel op mn handpalm en nu kan ik mn vingers niet strekken. Ik werk veel achter mn computer dus wil hier wel echt vanaf
3692;Mijn linker wijsvinger kan ik heel moeilijk buigen of strekken, doet dan echt pijn, moet dan helemaal met mn andere hand helpen om m door te duwen
3693;T toppie van mn vinger is helemaal rood en dik en erop drukken doet pijn
3694;De nagel van mn middelvinger is ingegroeid en nu lijkt ie ontstoken. Heb m al vaak in zo'n sodabadje gedaan, maar t gaat maar niet over
3695;Mn vingernagel is helemaal onstoken en komt allemaal pus uit en als ik m dan perongeluk stoot schiet ik echt omhoog van de pijn
3696;Na mn volleybalwedstrijd gisteren kan ik mijn vingertopje van mn wijsvinger niet meer bewegen. Hij blijft naar beneden staan
3697;Ik kan het toppie van mn vinger niet meer bewegen!
3698;Het is weer winter en mijn vingers worden nu telkens helemaal ijskoud en knalrood. Ze doen heel veel pijn dan
